followers,likes,comments,post_type,day_of_week,time_of_day,hashtags_count,reach
7442,711,138,image,Wednesday,10,7,2730.2526034255457
4560,438,162,image,Wednesday,10,13,3010.7673174638653
13951,684,199,image,Wednesday,10,5,9529.563799886166
15762,816,200,image,Wednesday,10,19,5075.854290458426
18726,60,4,image,Wednesday,10,2,5945.262460185573
16090,389,143,image,Wednesday,10,6,9405.875466404348
12687,321,13,image,Wednesday,10,20,4803.02237253619
6142,1850,114,image,Wednesday,10,11,2852.344762481502
21611,567,8,image,Wednesday,10,17,7170.846694175819
5513,1494,20,image,Wednesday,10,17,2163.4154472962796
6243,455,93,image,Wednesday,10,15,1945.2933276071747
11156,1444,128,image,Wednesday,10,14,5296.61847740333
15884,1381,10,image,Wednesday,10,20,9701.47357040116
4002,1626,122,image,Wednesday,10,10,2465.28636672713
24226,1124,51,image,Wednesday,10,15,7800.781488472034
8430,1689,140,image,Wednesday,10,9,3887.1612849899607
13453,240,147,image,Wednesday,10,16,5654.750575567246
13699,1304,99,image,Wednesday,10,6,4705.3815707799595
24665,346,179,image,Wednesday,10,9,13244.62669034217
11420,1694,199,image,Wednesday,10,15,4449.669721218235
20878,348,128,image,Wednesday,10,20,9669.951246003568
4859,1765,13,image,Wednesday,10,4,1934.245982629575
23870,209,96,image,Wednesday,10,17,9178.980512723254
18712,223,122,image,Wednesday,10,11,5733.8409445290945
14737,1867,39,image,Wednesday,10,14,4614.796086227774
3738,1010,199,image,Wednesday,10,16,1804.6763188522473
13354,1417,64,image,Wednesday,10,14,5485.377710698437
20754,481,29,image,Wednesday,10,8,14386.009101756468
4782,541,57,image,Wednesday,10,20,1605.4112693527645
13367,882,143,image,Wednesday,10,4,8085.343790566645
20960,975,181,image,Wednesday,10,11,11651.418660527188
21477,1985,20,image,Wednesday,10,15,6954.229422352595
24055,386,18,image,Wednesday,10,12,13262.841744615658
22822,1477,200,image,Wednesday,10,15,11008.666753652658
12584,2000,1,image,Wednesday,10,15,5038.880461917398
19406,1202,98,image,Wednesday,10,3,11941.046286513207
18625,1848,6,image,Wednesday,10,15,10958.287601401014
8970,1068,72,image,Wednesday,10,16,3308.5746082999344
5375,1253,70,image,Wednesday,10,12,2214.259314000514
6648,529,198,image,Wednesday,10,5,2764.0010952624825
22355,744,189,image,Wednesday,10,18,13296.094402386374
23555,428,51,image,Wednesday,10,6,8855.66389977865
19047,1108,81,image,Wednesday,10,8,13070.818371109557
17368,713,119,image,Wednesday,10,5,9683.39944140798
11404,398,167,image,Wednesday,10,19,7657.493955804691
15093,430,63,image,Wednesday,10,11,7986.806643141201
19117,86,161,image,Wednesday,10,5,10593.686890874304
21424,239,91,image,Wednesday,10,14,12690.1051927834
19678,550,53,image,Wednesday,10,15,8881.022559538387
22607,1132,180,image,Wednesday,10,3,15776.58381957759
22832,1983,160,image,Wednesday,10,7,11193.368827142072
24910,1385,47,image,Wednesday,10,20,17244.288828990342
11165,1984,139,image,Wednesday,10,8,6440.6489081974
14497,1589,134,image,Wednesday,10,3,5501.882207476425
17374,1924,191,image,Wednesday,10,13,8412.397685407837
6987,1735,198,image,Wednesday,10,14,4664.8948082884535
11673,1005,26,image,Wednesday,10,12,5546.860859982584
22646,547,136,image,Wednesday,10,9,8568.23475952939
3663,530,147,image,Wednesday,10,1,1772.6633305095063
11196,479,183,image,Wednesday,10,2,3812.90369174835
18125,50,149,image,Wednesday,10,8,7774.295021947464
8915,1262,136,image,Wednesday,10,9,3391.7314101294883
20742,1397,111,image,Wednesday,10,9,8842.925617130364
2954,611,48,image,Wednesday,10,15,1133.3654868456226
4472,1528,48,image,Wednesday,10,19,3123.9172875072563
9477,277,153,image,Wednesday,10,1,2969.241541196987
9845,941,71,image,Wednesday,10,18,3556.6569706380446
16854,125,111,image,Wednesday,10,8,8828.486952122817
4951,235,81,image,Wednesday,10,12,3420.630746835663
11444,368,196,image,Wednesday,10,6,6962.727894509185
8224,956,185,image,Wednesday,10,20,2826.6931168683072
4045,1871,75,image,Wednesday,10,10,1284.5405691941235
3724,1229,157,image,Wednesday,10,3,1248.3831810035983
21608,1168,92,image,Wednesday,10,2,9324.293259386848
23413,1698,107,image,Wednesday,10,11,7130.3967227058265
21660,340,157,image,Wednesday,10,14,7205.501671505731
6975,880,72,image,Wednesday,10,7,4461.91085558465
5363,1981,150,image,Wednesday,10,18,3201.2284921530068
17099,269,93,image,Wednesday,10,15,5477.314718423208
5262,158,28,image,Wednesday,10,19,3492.5136755945255
5941,873,10,image,Wednesday,10,10,3822.074186539639
3046,441,111,image,Wednesday,10,19,1040.149650200546
12612,263,111,image,Wednesday,10,9,5211.149425236
2779,559,113,image,Wednesday,10,12,1746.5228056840801
5926,920,139,image,Wednesday,10,16,3301.726516469931
8446,911,37,image,Wednesday,10,11,3212.009575442627
6251,1888,43,image,Wednesday,10,11,3550.025396164809
17480,91,177,image,Wednesday,10,6,9273.211154453455
23789,1912,107,image,Wednesday,10,12,10503.986307670102
11412,532,76,image,Wednesday,10,7,5777.220342675155
9920,1697,27,image,Wednesday,10,3,6672.692332847759
2353,1348,101,image,Wednesday,10,1,1250.0190223880115
12028,716,5,image,Wednesday,10,11,6025.544750231534
18138,1510,16,image,Wednesday,10,6,8044.270850807338
5657,1019,120,image,Wednesday,10,15,3752.9862626075624
23863,1435,25,image,Wednesday,10,17,7967.7197003218935
16060,1017,16,image,Wednesday,10,7,8165.488415048572
19951,385,34,reel,Saturday,21,5,6851.615243879541
4349,1877,89,reel,Saturday,21,8,2384.5327684263584
20624,929,127,reel,Saturday,21,16,9716.229589032593
4090,1913,85,reel,Saturday,21,2,1745.6893804449392
4522,1773,106,reel,Saturday,21,8,1473.1933070907376
12704,1868,32,reel,Saturday,21,2,4841.964642687453
20299,1747,1,reel,Saturday,21,3,9541.5346979311
10292,1039,100,reel,Saturday,21,4,4308.948814244128
3434,1123,119,reel,Saturday,21,5,1336.8944157587916
23016,1015,115,reel,Saturday,21,11,15751.746986855956
7817,1616,121,reel,Saturday,21,2,4957.415062426006
5661,1379,82,reel,Saturday,21,9,1731.695503392652
8740,397,166,reel,Saturday,21,11,5185.123775115699
11246,1904,29,reel,Saturday,21,15,4696.580714271086
21167,1820,107,reel,Saturday,21,18,8455.40888010868
14888,1846,45,reel,Saturday,21,19,5851.146431938335
3924,1203,141,reel,Saturday,21,5,1872.346752141611
12752,633,5,reel,Saturday,21,7,6333.921986528558
5233,1035,69,reel,Saturday,21,14,1676.5073402241037
10253,991,178,reel,Saturday,21,3,7048.302680145613
21868,1596,87,reel,Saturday,21,8,6930.20412237864
14584,1558,178,reel,Saturday,21,18,5383.7526464199855
10572,293,170,reel,Saturday,21,18,3799.1174972282483
19689,1952,67,reel,Saturday,21,5,7054.3526330467685
3665,897,81,reel,Saturday,21,8,1745.6399709292994
5385,1925,127,reel,Saturday,21,3,3130.707572448309
19869,1812,103,reel,Saturday,21,16,9259.935015933917
21636,1151,187,reel,Saturday,21,7,6852.889594228372
20125,1422,173,reel,Saturday,21,3,9694.536910444906
3008,461,52,reel,Saturday,21,11,956.4640070337142
18132,1772,80,reel,Saturday,21,19,6581.626795868463
9216,1024,62,reel,Saturday,21,20,3065.302218043398
19219,573,37,reel,Saturday,21,3,8406.951372260775
6887,1162,13,reel,Saturday,21,16,4671.489312593469
11655,1639,106,reel,Saturday,21,15,3619.8826281955407
14331,935,162,reel,Saturday,21,14,4474.046837328633
8911,1933,51,reel,Saturday,21,3,3047.0155061876258
3346,752,179,reel,Saturday,21,1,2014.95869149427
4211,372,140,reel,Saturday,21,3,1957.4418367803314
4840,533,194,reel,Saturday,21,11,1981.838298035376
14227,1089,172,reel,Saturday,21,14,7935.541296176316
19634,1340,17,reel,Saturday,21,6,7198.542296068915
7210,936,170,reel,Saturday,21,19,2910.544410511197
19928,1199,69,reel,Saturday,21,1,11548.476583061383
12901,1068,172,reel,Saturday,21,14,5607.943459966402
2017,1954,111,reel,Saturday,21,20,1377.935658540737
3592,177,128,reel,Saturday,21,7,1675.9954309023653
7048,736,70,reel,Saturday,21,2,3975.2014150707846
18916,1972,23,reel,Saturday,21,16,8091.1491735119025
19499,1380,198,reel,Saturday,21,13,8107.521347832983
12330,78,105,reel,Saturday,21,9,4148.48492283926
4450,450,97,reel,Saturday,21,4,2588.989968604728
23924,853,20,reel,Saturday,21,17,14379.601877872887
18666,885,146,reel,Saturday,21,16,6491.1145065528035
8606,505,48,reel,Saturday,21,7,3599.1452542711486
16869,1249,73,reel,Saturday,21,6,7715.318777024689
16430,1231,120,reel,Saturday,21,10,8166.871074847557
9579,544,96,reel,Saturday,21,2,5783.292022931516
21377,676,7,reel,Saturday,21,6,10373.713219663285
12185,817,129,reel,Saturday,21,7,4979.207476333738
7853,415,14,reel,Saturday,21,2,4187.734102778634
20140,172,88,reel,Saturday,21,12,8281.836228666078
4611,644,184,reel,Saturday,21,3,2952.356563765523
10508,1655,170,reel,Saturday,21,7,3986.555654170766
9859,1124,191,reel,Saturday,21,17,3061.182246838055
15759,1245,173,reel,Saturday,21,11,5365.481752307211
9535,327,62,reel,Saturday,21,10,4702.245113097662
13625,248,93,reel,Saturday,21,10,8694.563268982083
18720,458,42,reel,Saturday,21,19,11586.659398676547
4591,991,44,reel,Saturday,21,1,2875.5697981344597
21290,739,62,reel,Saturday,21,13,8747.81134582477
11748,99,187,reel,Saturday,21,19,6748.699951303519
13620,1368,4,reel,Saturday,21,9,8749.279034857598
9757,279,81,reel,Saturday,21,17,3315.3381086665504
16765,1547,184,reel,Saturday,21,12,9037.799790947309
16984,183,160,reel,Saturday,21,10,7206.524373527827
18544,1161,159,reel,Saturday,21,17,7424.09315078843
22306,1271,96,reel,Saturday,21,19,14202.048143453083
22408,1366,47,reel,Saturday,21,18,11150.54430092366
6043,1326,136,reel,Saturday,21,20,3821.6536186238095
17105,1438,141,reel,Saturday,21,8,9814.084501230735
23542,87,67,reel,Saturday,21,6,10779.270829122703
16391,691,89,reel,Saturday,21,15,6829.401410539829
3221,261,183,reel,Saturday,21,12,1429.8202192898302
7377,192,117,reel,Saturday,21,19,4947.268548205515
7658,781,35,reel,Saturday,21,7,2543.2047436090565
21317,1597,48,reel,Saturday,21,18,13181.897320366563
17834,1740,56,reel,Saturday,21,7,9841.83643219123
12041,813,188,reel,Saturday,21,20,6239.960101837967
24654,1920,92,reel,Saturday,21,4,16611.568823778958
12137,1847,107,reel,Saturday,21,11,6354.468778072507
10074,62,58,reel,Saturday,21,4,3984.2690589791623
11778,299,162,reel,Saturday,21,18,6829.163769661227
19898,1565,3,reel,Saturday,21,20,8856.35483747876
5367,1231,175,reel,Saturday,21,14,2466.677055048424
3570,1195,129,reel,Saturday,21,15,1956.4195155205593
4779,375,68,reel,Saturday,21,20,3026.344873213883
12920,831,146,reel,Saturday,21,17,5833.676159431491
20514,412,97,reel,Saturday,21,17,9175.960667148338
5559,834,101,reel,Saturday,21,7,1924.207113628444
23740,1426,151,video,Friday,16,18,15220.679630635628
14759,1525,120,video,Friday,16,13,9222.877267555023
21360,1930,177,video,Friday,16,2,12331.660027932066
16417,1774,22,video,Friday,16,6,9278.04139654381
23981,327,152,video,Friday,16,1,11167.675683608904
12920,1861,175,video,Friday,16,17,5974.130839629133
2705,791,73,video,Friday,16,19,1125.7984069920235
17832,1390,194,video,Friday,16,18,8946.943170973185
4388,688,180,video,Friday,16,9,2620.601237330603
11699,1476,180,video,Friday,16,13,7134.546920479581
21081,634,7,video,Friday,16,2,6428.423123698633
10014,1725,143,video,Friday,16,16,3551.2543242138668
23999,295,182,video,Friday,16,20,16298.38985576145
24553,1860,137,video,Friday,16,4,15793.851256451637
18153,188,200,video,Friday,16,20,9581.44103006224
4308,1185,115,video,Friday,16,17,2819.977963723686
21672,1399,152,video,Friday,16,8,12269.787564521412
2819,1709,101,video,Friday,16,2,1302.0567131717216
8041,1259,147,video,Friday,16,19,5448.595831506363
8012,795,109,video,Friday,16,6,2588.818791886387
24212,617,73,video,Friday,16,1,12171.371460603279
12986,780,86,video,Friday,16,18,7913.340855650176
21435,1724,186,video,Friday,16,12,11996.578218571318
12996,140,67,video,Friday,16,9,7257.358059662782
13689,251,125,video,Friday,16,2,6425.243229430759
11335,1863,72,video,Friday,16,11,5299.774266992611
20598,1965,48,video,Friday,16,9,11834.001291489478
23833,1248,141,video,Friday,16,17,7835.186979001909
8854,1625,53,video,Friday,16,10,5710.49218081305
20238,1402,150,video,Friday,16,20,7970.404267267928
7715,1755,126,video,Friday,16,20,4427.140099609055
8024,1433,187,video,Friday,16,6,3765.5891611538905
3030,935,198,video,Friday,16,11,1963.228341849911
18131,459,113,video,Friday,16,18,7867.375649301879
16199,1376,66,video,Friday,16,17,8639.752803866706
8288,1954,111,video,Friday,16,6,2794.697578337846
12184,899,125,video,Friday,16,3,8264.94643265466
3810,913,136,video,Friday,16,5,1687.5908299778882
17530,939,159,video,Friday,16,18,11455.246151366035
23642,107,175,video,Friday,16,11,7108.232655794859
24263,133,121,video,Friday,16,20,13375.654414437065
4262,876,187,video,Friday,16,9,1538.6677257174008
23253,1164,31,video,Friday,16,8,13545.536756083673
17474,1165,37,video,Friday,16,5,10298.055283285958
3810,565,149,video,Friday,16,9,1607.1402426156467
12132,1538,115,video,Friday,16,20,7448.338273919489
24921,512,158,video,Friday,16,14,12791.13205382818
6222,860,21,video,Friday,16,20,2594.440474789935
4676,1381,1,video,Friday,16,13,2235.012974263263
8980,1348,63,video,Friday,16,2,5281.396147560955
9009,513,113,video,Friday,16,20,6145.8154900001055
11888,350,106,video,Friday,16,13,6819.617266052581
4540,713,18,video,Friday,16,5,2665.6622910385995
19742,1628,200,video,Friday,16,18,7424.356546915848
2290,512,0,video,Friday,16,1,1391.7507697687138
18253,1020,94,video,Friday,16,5,10373.098376390157
11135,1206,123,video,Friday,16,1,4659.53817185351
14060,330,98,video,Friday,16,15,5816.270437564468
8721,411,59,video,Friday,16,2,5552.828304203095
19021,732,87,video,Friday,16,13,9737.527535830497
2368,1249,55,video,Friday,16,20,1123.608148892613
19706,1819,165,video,Friday,16,5,10741.748699231712
13230,1573,199,video,Friday,16,5,6011.655737554983
10185,487,138,video,Friday,16,3,5869.24990163443
5276,400,190,video,Friday,16,13,3523.3274765418887
10090,1628,21,video,Friday,16,9,4529.08793074639
15999,714,168,video,Friday,16,18,7614.299933528306
7495,1240,184,video,Friday,16,16,3303.548276995113
13443,512,43,video,Friday,16,17,4998.610792121985
10739,1365,35,video,Friday,16,14,4478.8599901901225
5872,1310,49,video,Friday,16,4,3005.931255918281
18170,873,96,video,Friday,16,5,8865.849794424901
11523,907,177,video,Friday,16,14,7464.647271636419
3403,99,25,video,Friday,16,12,1156.6391462839692
12029,584,83,video,Friday,16,19,7334.565831546169
17321,455,132,video,Friday,16,2,8188.571033973319
9177,815,136,video,Friday,16,4,4317.537191067811
17235,1769,26,video,Friday,16,8,5339.066205507521
4082,1728,3,video,Friday,16,2,2511.355810997205
3651,692,181,video,Friday,16,18,1263.7094633748968
20895,1831,153,video,Friday,16,3,6281.514050117965
20012,1856,50,video,Friday,16,8,11503.09768189831
19913,913,9,video,Friday,16,15,7551.314354278096
20300,1810,15,video,Friday,16,16,10122.54793075075
4295,1360,97,video,Friday,16,8,2655.5716136713727
21036,270,186,video,Friday,16,9,11940.865494258822
13641,847,117,video,Friday,16,3,5941.0790666010425
3322,921,2,video,Friday,16,19,1856.3305240548623
9597,766,185,video,Friday,16,1,4868.283247132753
18408,1695,71,video,Friday,16,15,10322.865375871555
10945,255,175,video,Friday,16,17,7312.48177457033
21789,81,130,video,Friday,16,12,10368.884800550224
11094,379,119,video,Friday,16,15,3792.940162703276
12241,1678,131,video,Friday,16,13,7400.668606079813
21534,1967,179,video,Friday,16,12,10514.351790850842
24851,1961,112,video,Friday,16,3,16040.371176973278
17151,1552,91,video,Friday,16,12,8930.907871461042
20110,1426,20,video,Friday,16,18,8086.267739426767
15523,1140,114,video,Friday,16,15,10680.444867196702
11455,1590,160,video,Friday,16,6,7403.078318560076
23101,532,54,image,Tuesday,13,1,15852.918979831287
10005,517,185,image,Tuesday,13,13,5353.423496443749
22645,783,37,image,Tuesday,13,1,14428.423332846642
14336,1471,54,image,Tuesday,13,3,7932.213541972134
22288,1978,159,image,Tuesday,13,20,7828.698149656143
5175,760,56,image,Tuesday,13,2,2445.5061446477116
3679,1593,142,image,Tuesday,13,1,2230.552920072279
21594,959,0,image,Tuesday,13,1,8674.315367470252
23578,881,44,image,Tuesday,13,13,12440.197305751688
21646,1327,41,image,Tuesday,13,4,7704.389405449609
6829,538,85,image,Tuesday,13,5,4524.910618514484
4826,1628,114,image,Tuesday,13,12,2794.508353593302
17939,1535,40,image,Tuesday,13,15,11867.203676190244
12483,1741,26,image,Tuesday,13,6,8439.006090163604
24644,1190,15,image,Tuesday,13,20,12166.65173481099
9575,1953,175,image,Tuesday,13,7,3045.4899083982455
8681,1771,167,image,Tuesday,13,12,5173.899203484273
4683,656,183,image,Tuesday,13,3,1895.576053860692
19203,469,150,image,Tuesday,13,18,7874.506027711597
3035,1328,116,image,Tuesday,13,7,1438.9105258266127
2476,1459,142,image,Tuesday,13,15,1232.8589117114125
6900,866,109,image,Tuesday,13,18,3887.3119893852136
21822,169,158,image,Tuesday,13,10,10659.812864491472
7199,1244,172,image,Tuesday,13,19,3732.178122264672
17746,1378,137,image,Tuesday,13,13,7574.398061205816
12660,1702,69,image,Tuesday,13,14,7927.833331261702
15518,138,82,image,Tuesday,13,14,5242.133100005777
22463,1886,40,image,Tuesday,13,13,13805.809896190922
10975,1064,187,image,Tuesday,13,15,5834.50962581191
14895,1160,119,image,Tuesday,13,13,9587.264779183175
13837,548,103,image,Tuesday,13,11,7862.9108914104745
5676,1331,117,image,Tuesday,13,8,3049.0682010847563
18358,1611,187,image,Tuesday,13,5,7380.336575440583
6494,532,178,image,Tuesday,13,15,2561.4507604492874
11739,926,42,image,Tuesday,13,20,6543.117183217918
22326,584,37,image,Tuesday,13,3,13239.715958160226
2218,1137,136,image,Tuesday,13,12,1016.8089146582558
6098,1327,11,image,Tuesday,13,9,2670.326998065428
20038,966,96,image,Tuesday,13,7,6512.678826416277
8466,1518,40,image,Tuesday,13,15,4288.370108522125
13977,1633,160,image,Tuesday,13,4,5653.192077926716
22830,1166,106,image,Tuesday,13,20,13328.252833546532
19128,1874,59,image,Tuesday,13,2,9767.185650094993
24331,1926,191,image,Tuesday,13,6,16343.508983146026
5799,1467,122,image,Tuesday,13,16,3715.674733383531
12762,301,61,image,Tuesday,13,11,4384.395101526807
22065,1519,110,image,Tuesday,13,13,9673.93526778271
11460,148,176,image,Tuesday,13,13,7512.834614045759
19223,746,162,image,Tuesday,13,11,11788.666340605794
24454,220,1,image,Tuesday,13,1,17080.391606956357
4879,1131,41,image,Tuesday,13,13,1617.535969894836
13289,647,197,image,Tuesday,13,11,5509.851305733182
18796,942,198,image,Tuesday,13,1,12170.086376938834
8497,1711,95,image,Tuesday,13,13,4936.617856688238
18910,1985,25,image,Tuesday,13,14,9346.776388837581
6992,1895,22,image,Tuesday,13,14,4127.561187707279
9218,553,172,image,Tuesday,13,8,5372.34005253976
7307,1337,199,image,Tuesday,13,3,2947.289322266852
5274,477,151,image,Tuesday,13,18,1951.0132202242653
2419,280,164,image,Tuesday,13,6,1542.0825815658293
22130,155,138,image,Tuesday,13,11,11207.500992686395
7319,341,102,image,Tuesday,13,4,2807.9570144187323
16329,1142,152,image,Tuesday,13,2,9933.909842848965
13548,1189,71,image,Tuesday,13,4,9127.961784394667
10638,1263,199,image,Tuesday,13,7,3969.4060572582425
10638,174,137,image,Tuesday,13,5,4451.420127046006
13400,968,154,image,Tuesday,13,3,5757.416846859778
8907,508,18,image,Tuesday,13,2,4983.674766730003
16484,421,98,image,Tuesday,13,15,5569.567857291042
11725,340,112,image,Tuesday,13,8,6612.621824802787
22767,369,188,image,Tuesday,13,17,13632.724250835641
4041,84,48,image,Tuesday,13,2,1816.5231529405505
4558,176,169,image,Tuesday,13,17,1772.0280526078238
24186,54,106,image,Tuesday,13,19,7388.962790864315
9513,1522,152,image,Tuesday,13,1,3671.2660983576025
16426,1043,185,image,Tuesday,13,1,6484.243395840602
24601,1809,93,image,Tuesday,13,11,12646.526296110389
20253,1019,199,image,Tuesday,13,5,7815.430847061361
22496,182,50,image,Tuesday,13,9,10309.963436383689
6504,1638,196,image,Tuesday,13,7,3643.7608175093546
6289,303,34,image,Tuesday,13,2,3754.3015818787003
8215,1702,191,image,Tuesday,13,14,3339.3286937194885
15445,721,194,image,Tuesday,13,13,10781.201379062855
13362,1540,82,image,Tuesday,13,17,9067.009410241668
2117,288,168,image,Tuesday,13,13,960.1011641239224
19362,636,91,image,Tuesday,13,10,10792.809767085855
4922,1047,126,image,Tuesday,13,20,2103.75430875168
17403,632,179,image,Tuesday,13,5,9013.630060345331
5678,122,189,image,Tuesday,13,11,1775.0904566761321
16344,1570,69,image,Tuesday,13,14,7888.400427689549
17011,1178,37,image,Tuesday,13,18,10726.937341433626
10953,370,200,image,Tuesday,13,18,6397.483926651344
14139,1434,141,image,Tuesday,13,3,5073.513487488265
20768,644,27,image,Tuesday,13,10,8919.657883048016
9254,221,106,image,Tuesday,13,1,4396.311330557211
9762,816,101,image,Tuesday,13,15,5460.676047313069
15842,58,19,image,Tuesday,13,10,9607.139617593843
6943,923,193,image,Tuesday,13,8,2777.086704136594
3161,910,135,image,Tuesday,13,10,1624.9178936009093
11612,1524,72,image,Tuesday,13,7,5557.104134290318
15311,1655,154,reel,Sunday,18,2,6781.3988063690485
7507,1989,45,reel,Sunday,18,5,4410.233466396507
13165,1172,148,reel,Sunday,18,8,4784.897386817159
23810,1895,39,reel,Sunday,18,14,10320.792763444098
20085,924,147,reel,Sunday,18,19,13009.850784801101
8253,1890,157,reel,Sunday,18,1,5008.5355833718895
6016,264,25,reel,Sunday,18,15,1865.2245866337469
23773,1898,198,reel,Sunday,18,17,8715.609908264623
20679,429,15,reel,Sunday,18,18,6840.1151299025005
16021,1000,50,reel,Sunday,18,17,10895.067433158061
8938,167,154,reel,Sunday,18,9,3373.372617832016
16370,1356,84,reel,Sunday,18,18,6527.587211831255
14916,607,31,reel,Sunday,18,3,7244.215710161304
14114,414,8,reel,Sunday,18,6,6357.784381510771
19940,403,133,reel,Sunday,18,12,13339.076078211165
3123,1582,66,reel,Sunday,18,6,2017.3651650908807
23588,1523,125,reel,Sunday,18,4,8455.590135911147
22947,519,48,reel,Sunday,18,3,8355.57327401537
10392,913,103,reel,Sunday,18,19,6049.489760223546
22217,1460,200,reel,Sunday,18,5,12585.025440912248
9213,1446,190,reel,Sunday,18,6,3312.2256056963506
10109,105,67,reel,Sunday,18,16,6213.645714069366
12944,1688,127,reel,Sunday,18,2,6126.549601719215
2535,558,127,reel,Sunday,18,16,1615.774893028222
2035,584,23,reel,Sunday,18,7,1089.4705589726068
23869,63,175,reel,Sunday,18,14,11064.68657291362
17545,1141,128,reel,Sunday,18,15,6929.676625309935
13450,1300,105,reel,Sunday,18,16,9372.555342588026
15777,880,134,reel,Sunday,18,20,9575.344355574807
7439,469,185,reel,Sunday,18,6,5137.120977057215
16770,1313,52,reel,Sunday,18,17,10283.062084347299
13193,1433,189,reel,Sunday,18,1,7125.710397884346
9365,360,176,reel,Sunday,18,3,5707.200414908145
22408,1098,155,reel,Sunday,18,8,8628.77323964678
19683,1792,35,reel,Sunday,18,19,7473.219687184733
8404,1685,197,reel,Sunday,18,1,5473.703335114643
22084,1138,180,reel,Sunday,18,3,11939.086653951423
23188,1713,8,reel,Sunday,18,18,11324.869484989451
21964,1978,33,reel,Sunday,18,15,6723.709075367476
13434,1963,120,reel,Sunday,18,11,5497.218738109428
19361,1663,163,reel,Sunday,18,1,12758.787383023482
21076,1236,191,reel,Sunday,18,1,10605.14043072251
17004,628,26,reel,Sunday,18,12,10114.979988630315
24244,473,41,reel,Sunday,18,10,8547.289455578992
7362,1358,3,reel,Sunday,18,7,3272.7827285813187
20629,1473,99,reel,Sunday,18,4,11659.350795652615
15030,97,136,reel,Sunday,18,12,4861.548248099374
6673,1173,164,reel,Sunday,18,14,2944.4950349455685
4402,1204,38,reel,Sunday,18,5,2674.859070575909
2390,1618,112,reel,Sunday,18,1,1350.4373701472787
22769,76,108,reel,Sunday,18,5,12316.316061466237
20615,713,69,reel,Sunday,18,4,9027.521894091054
3739,592,116,reel,Sunday,18,6,1217.1530371196257
12175,1694,97,reel,Sunday,18,10,5670.290724109112
18941,170,92,reel,Sunday,18,5,8558.98450852306
3892,1083,152,reel,Sunday,18,11,2228.9579226046126
12514,1450,52,reel,Sunday,18,17,5589.138110240083
17399,947,41,reel,Sunday,18,15,10392.874111374975
18334,674,168,reel,Sunday,18,9,11171.155262794517
3091,1519,148,reel,Sunday,18,6,1531.05456667651
24054,1847,31,reel,Sunday,18,14,14582.315176509823
24515,886,22,reel,Sunday,18,9,14173.727337926497
21089,147,122,reel,Sunday,18,16,6972.206433451496
11487,1133,106,reel,Sunday,18,15,5847.877985223811
24683,145,114,reel,Sunday,18,4,13097.805985465366
6668,303,10,reel,Sunday,18,3,3742.0935486084218
18824,1866,132,reel,Sunday,18,3,9630.676013203203
16429,990,91,reel,Sunday,18,12,9579.676404425103
10676,293,115,reel,Sunday,18,1,5838.850753786913
22328,724,163,reel,Sunday,18,11,11900.913743814071
21351,489,29,reel,Sunday,18,19,12276.788379492793
18454,1100,197,reel,Sunday,18,12,5996.728362195802
20591,406,50,reel,Sunday,18,6,8949.277921972232
12978,717,21,reel,Sunday,18,5,4041.72820691191
11582,514,7,reel,Sunday,18,8,5968.734633113071
14503,1692,81,reel,Sunday,18,17,4457.323111385582
21167,845,108,reel,Sunday,18,2,11460.977025085784
16402,588,57,reel,Sunday,18,1,10056.542715859037
15948,1616,30,reel,Sunday,18,4,9445.87425240393
22043,1694,151,reel,Sunday,18,13,13375.710816092293
2454,646,49,reel,Sunday,18,1,907.3860611155651
9257,212,53,reel,Sunday,18,5,2890.146108518642
6684,569,50,reel,Sunday,18,13,4419.902726673674
7612,294,100,reel,Sunday,18,11,2764.669056738903
19137,1299,150,reel,Sunday,18,9,9577.87260635861
10916,1760,0,reel,Sunday,18,20,7097.420485379466
23434,337,123,reel,Sunday,18,9,14122.656121386426
6853,1746,113,reel,Sunday,18,18,2266.4820753982144
3890,1188,72,reel,Sunday,18,19,2536.227264473137
18560,1654,83,reel,Sunday,18,18,11754.617399676876
19117,1227,2,reel,Sunday,18,8,11020.985140852748
4231,1103,82,reel,Sunday,18,7,2289.1807185983207
19286,431,94,reel,Sunday,18,10,8841.019409752498
15981,202,199,reel,Sunday,18,15,8050.094744427925
10781,176,151,reel,Sunday,18,6,3369.8708366012356
7091,735,4,reel,Sunday,18,18,4836.86880793041
8629,817,126,reel,Sunday,18,13,5351.542896509372
20770,1765,187,reel,Sunday,18,11,9545.580696273266
24326,930,95,reel,Sunday,18,20,10743.502617398433
18478,804,9,reel,Sunday,18,7,7932.5499858365165
24153,1272,26,video,Thursday,20,18,10362.733407990674
5941,1679,17,video,Thursday,20,4,3141.762611260395
9250,1482,31,video,Thursday,20,6,5229.510431650053
6839,204,107,video,Thursday,20,7,2647.3929949201515
15672,848,171,video,Thursday,20,12,8204.014547597666
16787,858,130,video,Thursday,20,10,8876.94578924953
8589,1949,93,video,Thursday,20,16,3876.753737230884
15309,1632,106,video,Thursday,20,20,6882.692302120196
20430,1453,132,video,Thursday,20,12,12675.401612664116
13195,742,39,video,Thursday,20,11,6940.881141523612
24433,528,93,video,Thursday,20,2,13773.536143814139
20118,1347,94,video,Thursday,20,8,11881.302122080724
14768,943,135,video,Thursday,20,20,9942.834513320737
10717,1217,176,video,Thursday,20,5,3390.442636148802
